﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5OY7dtsvsRPHMUKhCnTRbq","The Best Day","George Strait","50 Number Ones","2","21","198840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7v3BvPRQS4DcsDzYU0BiVd","Best of Intentions","Travis Tritt","Down The Road I Go","1","3","257399","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7pPSSx0hmERyM2LbGi0qzm","Buy Me A Rose","Kenny Rogers","A Love Song Collection","1","15","224533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4kiJERiGVqZLFAWRm3xmch","Cowboy Take Me Away","Dixie Chicks","The Essential Dixie Chicks","2","2","287013","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7LimFGKop84KMDutqYaNIF","How Do You Like Me Now?!","Toby Keith","Toby Keith 35 Biggest Hits","1","16","205920","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:65B1tEOv5W294uCKbmEcFV","I Hope You Dance","Lee Ann Womack","I Hope You Dance","1","2","294533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:16OFkCrdYH524sqvTPt6CT","It Must Be Love","Alan Jackson","34 Number Ones","1","29","171813","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4LlNoNZflek4hZyZigCxpW","Just Another Day In Paradise","Phil Vassar","Phil Vassar","1","2","233880","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:038jgLNIvp7QQNf5vILf5d","Kiss This","Aaron Tippin","People Like Us","1","1","173760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:572R9OVMyWKBeg1hOMgSsW","The Little Girl (feat. Alison Krauss & Dan Tyminski)","John Michael Montgomery, Alison Krauss, Dan Tyminski","Brand New Me","1","8","232640","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3Dv6AFR2TE5h8i9nUh6ntB","My Next Thirty Years","Tim McGraw","Number One Hits","1","6","218213","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0TITWbP9cAwrMhOAVFPSSV","My Best Friend","Tim McGraw","Number One Hits","2","2","279640","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7B08k4LJvEiCgEq1cdcjqU","Smile","Lonestar","16 Biggest Hits","1","8","213160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7Mq2Qa43LYyTlXBDEN9sKC","That's The Way","Jo Dee Messina","Greatest Hits","1","8","202346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4HHtqzri9jrmAGFyucxkLG","We Danced","Brad Paisley","Hits Alive","1","13","225680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4NUXy4jNfq9K4IsfRqWZqF","What About Now","Lonestar","16 Biggest Hits","1","9","210000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1LuqK6QiebvOmpkRP1f8Jf","Yes!","Chad Brock","More Country Fun","1","11","203173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6287esBljqIPS2ifyLLEdy","Back At One","Mark Wills","2nd Time Around","1","2","291866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1FWfuGme8SJ4anCHUITFxE","Lead On","George Strait","Latest Greatest Straitest Hits","1","5","206626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2zFARUJU8Rcxt6DZ8oAsaQ","I Will... But","SHeDAISY","The Best Of SHeDAISY","1","3","219973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0bF8vEqQyvTfAMWkbP7MnY","She's More","Andy Griggs","You Won' t Ever Be Lonely","1","10","199733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5korBieFjZF4Yo9tiopfsg","The Chain Of Love","Clay Walker, Ed Seay","More Country Fun","1","4","305066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:72mr7QyZEQbrX89SxtePOc","Couldn't Last A Moment","Collin Raye","16 Biggest Hits","1","16","220933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2k6ahrUpg8CbeTjLocMQJ4","I Lost It","Kenny Chesney","Greatest Hits","1","1","234160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7CCvEN547vCLqIfXvrPl3G","Lessons Learned","Tracy Lawrence","The Very Best Of Tracy Lawrence","1","20","177893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4u4MbTQeHPbaGabd4eGf7c","Love's the Only House","Martina McBride","The Essential Martina McBride","1","17","312573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2HBtGYO0ysWCikbmDdneV2","Prayin' For Daylight - Remastered Version","Rascal Flatts","Greatest Hits Volume 1","1","1","216680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2vmL6YN8FcqbcHQcmv0BVh","Unconditional","Clay Davidson","Unconditional","1","3","240960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6vow3qR7UmNXxpIHcMVb0R","What Do You Say","Reba McEntire","So Good Together","1","4","209933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7qkUw81edqOdtGnTR5stiR","Country Comes To Town","Toby Keith","Toby Keith 35 Biggest Hits","1","17","218000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0kypS0dBvVTpgyUL22j566","I'll Be","Reba McEntire","So Good Together","1","3","268866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3IgStZuiKavUbUPWn3Pyy6","Your Everything","Keith Urban","Greatest Hits - 18 Kids","1","16","239360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:339hc1FygD8oJl4kg24IjG","Carlene","Phil Vassar","Phil Vassar","1","1","246240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7rGFyfE73J6lkEvFnCHucC","It's Always Somethin'","Joe Diffie","A Night To Remember","1","6","178533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1migZXJuB0tB2pFucCtEm5","You'll Always Be Loved by Me","Brooks & Dunn","Tight Rope","1","7","181840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3QWijy5uTr6mo66P52EpMZ","Big Deal","LeAnn Rimes","Greatest Hits","1","13","187506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1NwN25O7ajf5Ct4Dp1CAQd","Feels Like Love","Vince Gill","The Best Of Vince Gill 20th Century Masters The Millennium Collection","1","10","253653","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3kgMG3gvIInB7t0RgqjQFH","Flowers On The Wall","Eric Heatherly","Swimming In Champagne","1","6","209440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0i0EezZjtGz0gsd8zBP7vR","Let's Make Love","Faith Hill & Tim McGraw","Breathe (U.S. Version)","1","5","252893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1Oy02qb3UByrJhUgONgJaJ","www.memory","Alan Jackson","Greatest Hits Volume II","1","12","154200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6aImpG3Ed8sSGA8K4vP4dB","Some Things Never Change","Tim McGraw","A Place In The Sun","1","7","236600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5Da1q8iBut25OPW5owBvep","Because You Love Me","Jo Dee Messina","Greatest Hits","1","11","231733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5NDmnhwD2JAC5eGp41qW86","I Need You","LeAnn Rimes","Greatest Hits","1","6","228266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:203F5fqdu8WK880DM2cqVe","What I Need to Do","Kenny Chesney","Greatest Hits","1","15","244293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5jOrgqt5AhByA25mkCE2eD","This Woman Needs","SHeDAISY","The Best Of SHeDAISY","1","2","200400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Dixie+Chicks:Fly:Cold+Day+In+July+%28Album+Version%29:312","Cold Day In July (Album Version)","Dixie Chicks","Fly","0","0","312000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5yg6Uxfl4snQW7lt2TRkey","More","Trace Adkins","Definitive Greatest Hits","2","12","185493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1MdhH5wlGMrdL62L3vsqQz","There You Are","Martina McBride","Greatest Hits","1","14","204626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1fC89py9z6DXa2mWvsGaJZ","It Was","Chely Wright","Single White Female","1","3","231093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4WMQQm6fiuF9MjCegwDDmf","Put Your Hand In Mine","Tracy Byrd","It's About Time","1","1","271773","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3QV7NYkrmV0Q0IHdFJw9hO","She Thinks My Tractor's Sexy","Kenny Chesney","Everywhere We Go","1","7","248066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5gYTi2aaycwHSAEFz9JMZe","Smoke Rings In The Dark","Gary Allan","Smoke Rings In The Dark","1","1","258826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Garth+Brooks:Sevens:Do+What+You+Gotta+Do:179","Do What You Gotta Do","Garth Brooks","Sevens","0","0","179000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6hRZ6K5MzPMKxUoEqHjBW0","Goodbye Earl","Dixie Chicks","The Essential Dixie Chicks","2","3","258493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:71JdxVBpSlqJFKh929iDVn","That's The Kind Of Mood I'm In","Patty Loveless","16 Biggest Hits","1","15","212200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:52MpgETOZTO75eWgO0ilSC","Another Nine Minutes","Yankee Grey","Untamed","1","2","190000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:76gLq1wvQSFxR0tP4rgVKS","My Love Goes On And On","Chris Cagle","Play It Loud","1","1","184923","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4YVn5jM7iJqjQLu1gRhP2W","When You Need My Love","Darryl Worley","Have You Forgotten?","1","14","219800","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3a1zG1WBUNifXQjBKzsgSm","Real Live Woman","Trisha Yearwood","Real Live Woman","1","8","235826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5Xzm20FJOt49zsQ8R10JCj","Daddy Won't Sell the Farm","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","1","10","258733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1uVRIEqMTtnbcxZocYDJRH","You Won't Be Lonely Now","Billy Ray Cyrus","Southern Rain","1","1","232506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Ck1FT8bFBwjE1rFuYYCzk","It's A Love Thing","Keith Urban","Keith Urban","1","1","221413","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:52qBN9nNMve0OE42cLhaUo","Lonely","Tracy Lawrence","Lessons Learned","1","6","188773","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4vGh7aQFwaSTSnRw6Kt8Ou","Me Neither","Brad Paisley","Playlist: The Very Best of Brad Paisley","1","1","199226","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:31x0jMP2ivUjRSirW8RViw","Meanwhile Back At the Ranch - Single (In the Style of the Clark Family Experience) [Performance Track with Demonstration Vocals]","Done Again","Meanwhile Back At the Ranch - Single (In the Style of the Clark Family Experience) [Performance Track with Demonstration Vocals]","1","1","173130","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1F3s1BbWYoCBa8I84GhzZB","Beer Thirty","Brooks & Dunn","Tight Rope","1","9","156306","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0FIitpNsi4mU1SmtAhOexJ","Let's Make Sure We Kiss Goodbye","Vince Gill","Let's Make Sure We Kiss Goodbye","1","3","244333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3ZdA3QuqHqOJdsczRwT1hg","One Voice","Billy Gilman","One Voice","1","4","249840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5kF2iOD5YGhY35wJqnjRao","We're So Good Together","Reba McEntire","So Good Together","1","1","213000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1fyvAbULmYibxx7gBomnpe","Katie Wants A Fast One","Steve Wariner, Garth Brooks","The Hits Collection: Steve Wariner","1","3","186933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6CkydK3NOAMScIhViRzXoB","Ain't Nothing 'Bout You","Brooks & Dunn","#1s ... and then some","1","3","199413","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:74h3Wdt3mkmA9GX3qqkkbH","Angels In Waiting","Tammy Cochran","Tammy Cochran","1","10","217666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0wAscYTEoLa6EowlwmLaPO","Angry All The Time","Tim McGraw","Number One Hits","2","6","270613","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6aNmHE3Kyp2sREW45vxX4O","Ashes By Now","Lee Ann Womack","Greatest Hits","1","8","251173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2WQAknZHrJAEQOFXe0F44P","Austin","Blake Shelton","Blake Shelton","1","4","230333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1zmvaeDthBdtthb4RgYr9a","Born to Fly","Sara Evans","Born To Fly","1","1","336360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:33v30aDwV4gdFGD5KNF4wN","Burn","Jo Dee Messina","Greatest Hits","1","9","279933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5jDnI5jmAqpvKwmpXP7VSj","But For The Grace of God","Keith Urban","Greatest Hits - 18 Kids","1","11","224106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2ZGzsBOjce455g99CY9URj","But I Do Love You","LeAnn Rimes","I Need You","1","3","199173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6P3xtpHYY87MGHjrQ36i6X","Complicated","Carolyn Dawn Johnson","Room With A View","1","5","228533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:04ccQGJ1i8gL7JoeCPiJbv","Don't Happen Twice","Kenny Chesney","Greatest Hits","1","2","203066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:10e1nWIR1P0RVaFbEDIkjM","Don't Make Me Come Over There And Love You","George Strait","22 More Hits","1","13","123746","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4Pq6XKCOQkqnz4QuF05iRA","Downtime","Jo Dee Messina","Greatest Hits","1","10","224400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1WT18WTsCxwY4fiNSIFntG","God Bless The Usa","Lee Greenwood","God Bless The USA","1","2","194506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6EFqjXS2NinmyYcUI25OdH","A Good Day To Run","Darryl Worley","Have You Forgotten?","1","12","188573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2FTCA33zNUF3NkWTlBAKgX","Grown Men Don't Cry","Tim McGraw","Number One Hits","2","4","234466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3TcoHf7nvC8RaDVdfIFjFR","I Could Not Ask for More","Sara Evans","Born To Fly","1","3","287733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:59eq80wpFVDUhJfz2FvWfY","I Wanna Talk About Me","Toby Keith","Greatest Hits 2","1","5","183360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5ypO2aV9FHp4WulbTXepBx","I Would've Loved You Anyway","Trisha Yearwood","Greatest Hits","1","15","221453","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0Fvw3mm5xy6CgsOWJWBs8s","I'm A Survivor","Reba McEntire","Greatest Hits Volume III - I'm A Survivor","1","1","187373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:34Vn9nKfztyLco9lJazy4j","I'm Already There","Lonestar","I'm Already There","1","7","253373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6CBRI05fAHw76JqDk2IRkK","I'm Just Talkin' About Tonight","Toby Keith","Toby Keith 35 Biggest Hits","2","1","165133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6bdtkSJ1OQJriFAwU3p6bZ","I'm Tryin'","Trace Adkins","Definitive Greatest Hits","1","9","221560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2MMZ1Llts0rTaU834P2Xct","If I Fall You're Going Down with Me","Dixie Chicks","Fly","1","2","183200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7CWUSZqFXxoWrOCP5I3tpd","If My Heart Had Wings","Faith Hill","Breathe (U.S. Version)","1","10","215733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Eb87lHRklBUedNxFkd7LL","If You Can Do Anything Else","George Strait","George Strait","1","1","246666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3oW6SWwGqiZSPTiAp7ZQoH","It's A Great Day To Be Alive","Travis Tritt","Down The Road I Go","1","4","241533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:16nK6HJOe3W30gkUlbfZDf","It's My Time","Martina McBride","The Essential Martina McBride","1","18","214160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1FPdKaYo5DK8oxCwkUq0GS","Laredo","Chris Cagle","The Best Of Chris Cagle","1","12","229573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3AStv1InF7kz98E6q6uWH5","The Last Thing On My Mind","Patty Loveless","Strong Heart","1","2","202133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7dVINsv6faqqTUelZdvd5U","Love of a Woman","Travis Tritt","Down The Road I Go","1","5","217533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:03R9OfjGsSTxJ3IjV4ZPmx","Loving Every Minute","Mark Wills","Loving Every Minute","1","1","258906","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7dncCmOFDM0WWIhXVDqtyA","Lucky 4 You (Tonight I'm Just Me)","SHeDAISY","The Best Of SHeDAISY","1","4","240600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2LgCf18z8xHqWuKiAjdI2g","Man Of Me","Gary Allan","Greatest Hits","1","12","207373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3s11AOR4qPwlbMPXIakpAH","Move On","The Warren Brothers","Barely Famous Hits","1","8","194240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7aWTmmpZRgwW9PsXOOksh5","Mrs. Steven Rudy [In the Style of "Mark McGuinn"]","Done Again","Mark McGuinn - Mrs. Steven Rudy (Reproduction)","1","1","204642","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6WqVl5Fu0AHpygAgU3j1Yv","On A Night Like This","Trick Pony","The Best Of Trick Pony","1","3","209560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3TNoNv8Z80M3pfm6CcODsh","One More Day","Diamond Rio","One More Day","1","2","216173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0IoG0OQsFXpDTuDX6QALjg","Only in America","Brooks & Dunn","Steers & Stripes","1","1","269466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6AtXtuCaOqtYGCbY8kim2c","People Like Us","Aaron Tippin","People Like Us","1","3","201373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3mrgwTORcyO6mM60FS7rkt","Pour Me","Trick Pony","The Best Of Trick Pony","1","4","169693","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1EzeKLohiAQvMOjKegIH2y","Real Life (I Never Was The Same Again)","Jeff Carson","Best Of - I Can Only Imagine","1","5","262546","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7fkGuyDiJoqHbMiPqjqNKx","Right Where I Need To Be","Gary Allan","Smoke Rings In The Dark","1","2","182440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0ITpSCNjLUPmDvUYJG2tG6","Rose Bouquet","Phil Vassar","Phil Vassar","1","4","233506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1EXMjx4nCIvYTaY5CZMUSl","Run","George Strait","The Road Less Traveled","1","2","245440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3YMC28tMUsVS2czttUXdqC","Second Wind","Darryl Worley","Have You Forgotten?","1","13","264200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2ogwawtV1mRjFIRJl6ShtW","She Couldn't Change Me","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","1","9","260293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0YmXZtJCsFOAgsrtmiQo79","She Misses Him-3 - In the Style of Tim Rushlow (Karaoke Version With Backup Vocals)","ProTracks (Karaoke)","Karaoke - Country April 2001","1","13","231506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:23qDMWnwf8p0pr5slljB6i","Six-Pack Summer","Phil Vassar","Phil Vassar","1","6","219826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1xNOBmWqBO7Xh72y2LJMNB","Sweet Summer","Diamond Rio","Greatest Hits II","1","4","269440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6gT8YuM5QZUYWseXUufZ87","Tell Her","Lonestar","16 Biggest Hits","1","10","206573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3JC8cY2cecOvw51Bp61hxe","There Is No Arizona","Jamie O'Neal","Shiver","1","2","237173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1s2khOWzC99udpUaPICLJI","There You'll Be - Remastered","Faith Hill","The Hits (U.S. Version)","1","7","220840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7aNsPkxjfpxr6LM2Mg5sQr","This Everyday Love","Rascal Flatts","Rascal Flatts","1","2","184106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6byp7KQaDiJXkDqxVL0hbk","The Tin Man","Kenny Chesney","In My Wildest Dreams","1","3","208960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0pjHhDLfa1WiycYeU2t9pB","Two People Fell In Love","Brad Paisley","Playlist: The Very Best of Brad Paisley","1","11","246840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2YhdP9Wq1yH2pshQ6sWnHo","What I Really Meant To Say","Cyndi Thomson","My World","1","3","200093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1LJBFWSjLASFl8UqdczZh7","When God-Fearin' Women Get The Blues","Martina McBride","Greatest Hits","1","16","248426","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3ERS3R0knFUvG68792i1r1","When I Think About Angels","Jamie O'Neal","Shiver","1","1","182893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2nT162vZYPFyhzxANfWWcH","When It All Goes South - Extended Version","Alabama","When It All Goes South","1","1","415786","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4ycTot7CIH1cQULltBNajo","When Somebody Loves You","Alan Jackson","When Somebody Loves You","1","2","207400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6ej1QJ8eIYmhsyTlvgDajy","Where I Come From","Alan Jackson","34 Number Ones","1","30","239240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7qLQR9T8vL638MbPYCDAFk","Where The Blacktop Ends","Keith Urban","Greatest Hits - 18 Kids","1","15","186293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3eSwvMfSA0Fyku6Ak5JEw0","Where Were You (When the World Stopped Turning)","Alan Jackson","34 Number Ones","1","31","305093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2rsjgtDbLeSYttYBPL5L1m","While You Loved Me","Rascal Flatts","Rascal Flatts","1","3","209933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3tEYaYV2rrsAcL6AcPxetH","Who I Am","Jessica Andrews","Who I Am","1","6","255233","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5W87INxS3vXDa0y5cbvJGJ","Why They Call It Falling","Lee Ann Womack","Greatest Hits","1","9","215560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:61XldWSH5dFwosPZToxNOf","With Me","Lonestar","I'm Already There","1","5","231840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Dixie+Chicks:Fly:Without+You+%28Album+Version%29:210","Without You (Album Version)","Dixie Chicks","Fly","0","0","210000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5GbYklKhr6z3sDOOgcVUkN","You Made Me That Way","Andy Griggs","You Won' t Ever Be Lonely","1","1","194200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5ueUywJbmAZY2MF9hdJS2y","You Shouldn't Kiss Me Like This","Toby Keith","Toby Keith 35 Biggest Hits","1","18","221066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1sR3kJi14jA8Gau3a0yXAo","The Good Stuff","Kenny Chesney","No Shoes, No Shirt, No Problems","1","4","200440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3xzoXqypESowMIDPX760Ds","Drive (For Daddy Gene)","Alan Jackson","34 Number Ones","1","32","242066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5wtKkRXsDsexT3tLCjeYij","Living And Living Well","George Strait","Best Of (Deluxe Edition)","2","7","217453","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6XHSxHlbphfjn0Xjrv3E0l","Good Morning Beautiful","Steve Holy","Blue Moon","1","12","210933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0qnoS5hMZMphvKWi0D2LQh","I Miss My Friend","Darryl Worley","I Miss My Friend","1","3","242927","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6mMbySRoIhJ5rsYSWSO2AS","My List","Toby Keith","Toby Keith 35 Biggest Hits","2","3","199813","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5v1bA7NmQcQHvH9IDkeeF4","I Don't Have To Be Me ('Til Monday) - Single Version","Steve Azar","Waitin' On Joe","1","1","196951","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7LvK43IERbcLsuabmyKQgi","Beautiful Mess","Diamond Rio","Greatest Hits II","1","2","227920","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0nGzwlShUTBEQePuzMoUjN","Blessed","Martina McBride","Greatest Hits","1","19","276600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
